Province,City,Area Name,Can do delivery
BOHOL,BOHOL-BATUAN,CABACNITAN,1
BOHOL,LOBOC,CABADIANGAN,1
BOHOL,SEVILLA,CABANCALAN,1
BOHOL,UBAY,TIPOLO,1
BOHOL,TAGBILARAN-CITY,TIPTIP,1
BOHOL,LOAY,TOCDOG DACU,1
BOHOL,DANAO,VILLA ANUNCIADO,1
BOHOL,DAGOHOY,VILLA AURORA,1
BOHOL,ANTEQUERA,VILLA AURORA (CANOC-OC),1
BOHOL,CANDIJAY,ANOLING,1
BOHOL,LOON,TONTONAN,1
BOHOL,MARIBOJOC,TORIL,1
BOHOL,UBAY,VILLA TERESITA,1
BOHOL,BOHOL-CARMEN,VILLAFLOR,1
BOHOL,SAGBAYAN,SANTA CRUZ,1
BOHOL,BOHOL-CARMEN,TAMBO-AN,1
BOHOL,GUINDULMAN,TRINIDAD,1
BOHOL,BOHOL-CARMEN,VILLAFUERTE,1
BOHOL,LOAY,VILLALIMPIA,1
BOHOL,TUBIGON,VILLANUEVA,1
BOHOL,DIMIAO,SAWANG,1
BOHOL,CANDIJAY,TUBOD,1
BOHOL,LOON,TAN-AWAN,1
BOHOL,CORELLA,TANDAY,1
BOHOL,BOHOL-CLARIN,TANGARAN,1
BOHOL,JAGNA,TUBOD MAR,1
BOHOL,LOON,TUBODACU,1
BOHOL,UBAY,TUBORAN,1
BOHOL,UBAY,SENTINILA,1
BOHOL,LOAY,TANGCASAN NORTE,1
BOHOL,LOON,TANGNAN,1
BOHOL,CANDIJAY,TUGAS,1
BOHOL,ALBURQUERQUE,WEST POBLACION,1
BOHOL,BOHOL-BUENAVISTA,WESTERN CABUL-AN,1
BOHOL,LOAY,YANANGAN,1
BOHOL,DIMIAO,TAONGON CAN-ANDAM,1
BOHOL,BILAR,ZAMORA,1
BOHOL,TALIBON,ZAMORA,1
BOHOL,CALAPE,BANLASAN,1
BOHOL,LILA,TAUG,1
BOHOL,BOHOL-VALENCIA,TAUG,1
BOHOL,BOHOL-VALENCIA,TAUSION,1
BOHOL,CALAPE,TULTUGAN,1
BOHOL,PANGLAO,TAWALA,1
BOHOL,LOAY,TAYONG ORIENTAL,1
BOHOL,DUERO,TAYTAY,1
BOHOL,LOON,TAYTAY,1
BOHOL,BOHOL-VALENCIA,TAYTAY,1
BOHOL,BACLAYON,LANDICAN,1
BOHOL,BOHOL-PILAR,LUMBAY,1
BOHOL,DUERO,LANGKIS,1
BOHOL,SAGBAYAN,LIBERTAD NORTE,1
BOHOL,BIEN-UNIDO,LIBERTY,1
BOHOL,SIKATUNA,LIBJO,1
BOHOL,CALAPE,LIBORON,1
BOHOL,BOHOL-ANDA,LUNDAG,1
BOHOL,CANDIJAY,LUNGSODA-AN,1
BOHOL,GARCIA-HERNANDEZ,LUNGSODAAN WEST,1
BOHOL,DUERO,ITUM,1
BOHOL,SEVILLA,LICOLICO,1
BOHOL,BOHOL-BUENAVISTA,LUSONG (PLATEAU),1
BOHOL,GETAFE,JANDAYAN NORTE,1
BOHOL,MARIBOJOC,JANDIG,1
BOHOL,BOHOL-BATUAN,JANLUD,1
BOHOL,INABANGA,LAPACAN NORTE,1
BOHOL,BOHOL-BUENAVISTA,LAPACAN SUR,1
BOHOL,INABANGA,LAPACAN SUR,1
BOHOL,INABANGA,LILOAN NORTE,1
BOHOL,LOAY,LAS SALINAS NORTE,1
BOHOL,LOAY,LAS SALINAS SUR,1
BOHOL,SIERRA-BULLONES,LATABAN,1
BOHOL,DIMIAO,LIMOKON ILAOD,1
BOHOL,TRINIDAD,MABUHAY CABIGOHAN,1
BOHOL,UBAY,JUAGDAN,1
BOHOL,BOHOL-ANDA,LINAWAN,1
BOHOL,MARIBOJOC,LINCOD,1
BOHOL,PRES.-CARLOS-P.-GARCIA,KABANGKALAN,1
BOHOL,SAGBAYAN,KAGAWASAN,1
BOHOL,CALAPE,LAWIS,1
BOHOL,INABANGA,LAWIS,1
BOHOL,LOON,LINTUAN,1
BOHOL,BACLAYON,LIBERTAD,1
BOHOL,GARCIA-HERNANDEZ,LIBERTAD,1
BOHOL,TUBIGON,LIBERTAD,1
BOHOL,SEVILLA,LOBGOB,1
BOHOL,BOHOL-VALENCIA,LOCTOB,1
BOHOL,CATIGBIAN,KANG-IRAS,1
BOHOL,DAGOHOY,LA ESPERANZA,1
BOHOL,LILA,LA FORTUNA,1
BOHOL,BOHOL-ALICIA,LA HACIENDA,1
BOHOL,LILA,LOMANOY,1
BOHOL,CALAPE,LOMBOY,1
BOHOL,INABANGA,LOMBOY,1
BOHOL,LOON,LOOC,1
BOHOL,PANGLAO,LOOC,1
BOHOL,BOHOL-CARMEN,LA PAZ,1
BOHOL,BOHOL-CARMEN,LA SALVACION,1
BOHOL,BOHOL-PILAR,LA SUERTE,1
BOHOL,CANDIJAY,LA UNION,1
BOHOL,BOHOL-CORTES,LORETO,1
BOHOL,INABANGA,ILAYA,1
BOHOL,BOHOL-ALICIA,KATIPUNAN,1
BOHOL,BOHOL-ANDA,KATIPUNAN,1
BOHOL,BOHOL-CARMEN,KATIPUNAN,1
BOHOL,TRINIDAD,LA VICTORIA,1
BOHOL,BOHOL-CORTES,LOURDES,1
BOHOL,PANGLAO,LOURDES,1
BOHOL,INABANGA,ILIHAN,1
BOHOL,TUBIGON,ILIHAN SUR,1
BOHOL,DUERO,IMELDA,1
BOHOL,SEVILLA,LAGTANGAN,1
BOHOL,MARIBOJOC,LAGTANGON,1
BOHOL,CANDIJAY,LUAN,1
BOHOL,BOHOL-BUENAVISTA,LUBANG,1
BOHOL,BOHOL-PILAR,INAGHUBAN,1
BOHOL,CALAPE,LUCOB,1
BOHOL,CALAPE,MANDAUG,1
BOHOL,BIEN-UNIDO,MANDAWA,1
BOHOL,TAGBILARAN-CITY,MANGA,1
BOHOL,DUERO,MAWI,1
BOHOL,LOON,NAPO (POB.),1
BOHOL,TRINIDAD,MAHAGBU,1
BOHOL,TALIBON,MAHANAY,1
BOHOL,GETAFE,MAHANAY (MAHANAY ISLAND),1
BOHOL,GUINDULMAN,MAYUGA,1
BOHOL,BOHOL-SAN-MIGUEL,MAHAYAG,1
BOHOL,CATIGBIAN,MAHAYAG NORTE,1
BOHOL,JAGNA,NAUSOK,1
BOHOL,SIERRA-BULLONES,MAN-OD,1
BOHOL,TAGBILARAN-CITY,MANSASA,1
BOHOL,CATIGBIAN,MAITUM,1
BOHOL,CALAPE,MANTATAO,1
BOHOL,TUBIGON,MOCABOC ISLAND,1
BOHOL,LOON,MOCPOC SUR,1
BOHOL,BOHOL-VALENCIA,MARAWIS,1
BOHOL,BOHOL-CORTES,MALAYO NORTE,1
BOHOL,BOHOL-CORTES,MALAYO SUR,1
BOHOL,JAGNA,MALBOG,1
BOHOL,INABANGA,MARIA ROSARIO,1
BOHOL,BOHOL-CARMEN,MONTEHERMOSO,1
BOHOL,BOHOL-CARMEN,MONTEVIDEO,1
BOHOL,DIMIAO,MALIJAO,1
BOHOL,DAUIS,MARIVELES,1
BOHOL,LILA,MALINAO EAST,1
BOHOL,INABANGA,NABUAD,1
BOHOL,CALAPE,MADANGOG,1
BOHOL,DUERO,MADUA NORTE,1
BOHOL,TUBIGON,MATABAO,1
BOHOL,LILA,NAGSULAY,1
BOHOL,DUERO,MAMBOOL,1
BOHOL,BOHOL-CLARIN,MATAUB,1
BOHOL,LOON,NAGTUANG,1
BOHOL,BOHOL-CLARIN,NAHAWAN,1
BOHOL,DANAO,NAHUD,1
BOHOL,BOHOL-VALENCIA,NAILO,1
BOHOL,BOHOL-BUENAVISTA,MAGKAYA,1
BOHOL,SIERRA-BULLONES,MAGSAYSAY,1
BOHOL,TALIBON,MAGSAYSAY,1
BOHOL,BOHOL-CARMEN,MATIN-AO,1
BOHOL,SIERRA-BULLONES,MATIN-AO,1
BOHOL,BOHOL-VALENCIA,MAUBO,1
BOHOL,SEVILLA,GUINOB-AN,1
BOHOL,TRINIDAD,GUINOBATAN,1
BOHOL,DUERO,GUINSULARAN,1
BOHOL,UBAY,GUINTABO-AN,1
BOHOL,GUINDULMAN,GUIO-ANG,1
BOHOL,BOHOL-CLARIN,COMAANG,1
BOHOL,MARIBOJOC,GUIWANON,1
BOHOL,GARCIA-HERNANDEZ,ESTACA,1
BOHOL,BOHOL-PILAR,ESTACA,1
BOHOL,CATIGBIAN,HAGBUAYA,1
BOHOL,BOHOL-SAN-MIGUEL,HAGBUYO,1
BOHOL,SEVILLA,EWON,1
BOHOL,CATIGBIAN,HAGUILANAN,1
BOHOL,BALILIHAN,HAGUILANAN GRANDE,1
BOHOL,INABANGA,HAMBONGAN,1
BOHOL,GETAFE,HANDUMON,1
BOHOL,BALILIHAN,HANOPOL NORTE,1
BOHOL,BALILIHAN,HANOPOL WESTE,1
BOHOL,BOHOL-SAN-MIGUEL,CORAZON,1
BOHOL,GETAFE,CORTE BAUD,1
BOHOL,UBAY,HUMAYHUMAY,1
BOHOL,BOHOL-BUENAVISTA,HUNAN,1
BOHOL,INABANGA,CUAMING,1
BOHOL,DUERO,DUAY,1
BOHOL,LOAY,HINAWANAN,1
BOHOL,UBAY,CUYA,1
BOHOL,ALBURQUERQUE,EAST POBLACION,1
BOHOL,BOHOL-CARMEN,EL PROGRESO,1
BOHOL,BOHOL-CARMEN,EL SALVADOR,1
BOHOL,BOHOL-BATUAN,GARCIA,1
BOHOL,DAUIS,CATARMAN,1
BOHOL,GARCIA-HERNANDEZ,CATMON,1
BOHOL,TRINIDAD,CATOOGAN,1
BOHOL,INABANGA,DAGNAWAN,1
BOHOL,SAGBAYAN,DAGNAWAN,1
BOHOL,DANAO,DAGOHOY,1
BOHOL,BOHOL-CORTES,DE LA PAZ,1
BOHOL,DIMIAO,CATUGASAN,1
BOHOL,LILA,CATUGASAN,1
BOHOL,GUINDULMAN,CATUNGAWAN NORTE,1
BOHOL,GUINDULMAN,CATUNGAWAN SUR,1
BOHOL,BOHOL-SAN-ISIDRO,CAUSWAGAN SUR,1
BOHOL,BOHOL-BUENAVISTA,DAIT,1
BOHOL,BOHOL-MABINI,DEL MAR,1
BOHOL,TUBIGON,GENONOCAN,1
BOHOL,INABANGA,CAWAYAN,1
BOHOL,BOHOL-MABINI,CAWAYANAN,1
BOHOL,TUBIGON,CAWAYANAN,1
BOHOL,BOHOL-ALICIA,CAYACAY,1
BOHOL,LILA,CAYUPO,1
BOHOL,ANTEQUERA,CELING,1
BOHOL,CALAPE,DESAMPARADOS (POB.),1
BOHOL,LOBOC,GON-OB,1
BOHOL,UBAY,GOVERNOR BOYLES,1
BOHOL,TAGBILARAN-CITY,DAMPAS,1
BOHOL,ANTEQUERA,DANAO,1
BOHOL,DUERO,DANAO,1
BOHOL,ALBURQUERQUE,DANGAY,1
BOHOL,ANTEQUERA,DANICOP,1
BOHOL,SIERRA-BULLONES,DANICOP,1
BOHOL,TAGBILARAN-CITY,DAO,1
BOHOL,TALIBON,GUINDACPAN,1
BOHOL,DIMIAO,GUINDAGUITAN,1
BOHOL,DIMIAO,GUINGOYURAN,1
BOHOL,LILA,COGON,1
BOHOL,LOON,COGON NORTE (POB.),1
BOHOL,LOON,COGON SUR,1
BOHOL,INABANGA,DATAG,1
BOHOL,TALIBON,CALITUBAN,1
BOHOL,ALBURQUERQUE,SAN AGUSTIN,1
BOHOL,LOBOC,TIGBAO,1
BOHOL,BILAR,BUGANG SUR,1
BOHOL,ANTEQUERA,POBLACION,1
BOHOL,SEVILLA,POBLACION,1
BOHOL,BALILIHAN,HANOPOL ESTE,1
BOHOL,DAUIS,MAYACABAC,1
BOHOL,BACLAYON,PAYAHAN,1
BOHOL,UBAY,FATIMA,1
BOHOL,TRINIDAD,HINLAYAGAN ILAYA,1
BOHOL,GETAFE,JANDAYAN SUR,1
BOHOL,UBAY,LOS ANGELES,1
BOHOL,BIEN-UNIDO,POBLACION (BIEN UNIDO),1
BOHOL,SEVILLA,CALINGINAN NORTE,1
BOHOL,TALIBON,SAN FRANCISCO,1
BOHOL,TAGBILARAN-CITY,UBUJAN,1
BOHOL,TALIBON,SAN ISIDRO,1
BOHOL,MARIBOJOC,PUNSOD,1
BOHOL,CALAPE,TALISAY,1
BOHOL,INABANGA,TAMBOOK,1
BOHOL,CATIGBIAN,ALEGRIA,1
BOHOL,JAGNA,BUNGA MAR,1
BOHOL,LOBOC,BONBON UPPER,1
BOHOL,SIERRA-BULLONES,CASILAY,1
BOHOL,CORELLA,CANANGCA-AN,1
BOHOL,GUINDULMAN,CANSIWANG,1
BOHOL,BOHOL-BUENAVISTA,OVERLAND,1
BOHOL,BOHOL-CARMEN,NUEVA FUERZA,1
BOHOL,MARIBOJOC,POBLACION,1
BOHOL,ANTEQUERA,BANTOLINAO,1
BOHOL,LOON,BAGACAY KATIPUNAN,1
BOHOL,CATIGBIAN,AMBUAN,1
BOHOL,BOHOL-CLARIN,VILLAFLOR,1
BOHOL,CALAPE,SAMPOANGON,1
BOHOL,TALIBON,SAN AGUSTIN,1
BOHOL,TUBIGON,BUNACAN,1
BOHOL,ALBURQUERQUE,SANTA FILOMENA,1
BOHOL,BOHOL-PILAR,RIZAL,1
BOHOL,SAGBAYAN,UBOJAN,1
BOHOL,GARCIA-HERNANDEZ,ULBUJAN WEST,1
BOHOL,DANAO,MAGTANGTANG,1
BOHOL,INABANGA,DAIT SUR,1
BOHOL,BALILIHAN,DEL CARMEN ESTE (POB.),1
BOHOL,BOHOL-VALENCIA,GENOVEVA,1
BOHOL,BILAR,VILLA AURORA,1
BOHOL,BOHOL-VALENCIA,GINOPOLAN (GINOPOLAN PROPER),1
BOHOL,BOHOL-CARMEN,VILLARCAYO,1
BOHOL,BIEN-UNIDO,MAOMAWAN,1
BOHOL,BOHOL-ANDA,VIRGEN,1
BOHOL,BOHOL-ANDA,TANOD,1
BOHOL,MARIBOJOC,DIPATLONG,1
BOHOL,DIMIAO,TAONGON CABATUAN,1
BOHOL,UBAY,TAPAL,1
BOHOL,LOON,MOTO NORTE (POB.),1
BOHOL,DAUIS,SAN ISIDRO (CANLONGON),1
BOHOL,GETAFE,TAYTAY,1
BOHOL,ANTEQUERA,TUPAS,1
BOHOL,DUERO,MADUA SUR,1
BOHOL,CATIGBIAN,POBLACION WESTE,1
BOHOL,INABANGA,LILOAN SUR,1
BOHOL,BOHOL-PILAR,BAGACAY,1
BOHOL,BOHOL-PILAR,ILAUD,1
BOHOL,DAGOHOY,MAHAYAG,1
BOHOL,SAGBAYAN,MANTALONGON,1
BOHOL,SIERRA-BULLONES,SAN ISIDRO,1
BOHOL,BILAR,YANAYA,1
BOHOL,DUERO,ALEJAWAN,1
BOHOL,BOHOL-MABINI,CABIDIAN,1
BOHOL,JAGNA,CABUNGA-AN,1
BOHOL,BOHOL-VALENCIA,MAGSAYSAY,1
BOHOL,MARIBOJOC,SAN ROQUE (AGHAO),1
BOHOL,PRES.-CARLOS-P.-GARCIA,POPOO,1
BOHOL,PRES.-CARLOS-P.-GARCIA,LIPATA,1
BOHOL,DIMIAO,CANLAMBONG,1
BOHOL,BOHOL-VALENCIA,CANLUSONG,1
BOHOL,GUINDULMAN,CASBU,1
BOHOL,BOHOL-VALENCIA,POBLACION ORIENTAL,1
BOHOL,INABANGA,CAGAWASAN,1
BOHOL,BOHOL-SAN-ISIDRO,CAIMBANG,1
BOHOL,LOON,CAMPATUD,1
BOHOL,TUBIGON,CENTRO (POB.),1
BOHOL,CATIGBIAN,LIBERTAD SUR,1
BOHOL,CALAPE,SANTA CRUZ (POB.),1
BOHOL,BALILIHAN,SAN ISIDRO,1
BOHOL,MARIBOJOC,SAN ISIDRO,1
BOHOL,BOHOL-CARMEN,LA LIBERTAD,1
BOHOL,JAGNA,LOOC,1
BOHOL,UBAY,HAMBABAURAN,1
BOHOL,UBAY,KATARUNGAN,1
BOHOL,ALBURQUERQUE,BAHI,1
BOHOL,BOHOL-BATUAN,POBLACION VIEJA (LONGSUDAAN),1
BOHOL,CANDIJAY,TUBOD (TRES ROSAS),1
BOHOL,BOHOL-BUENAVISTA,RUFO HILL,1
BOHOL,INABANGA,SAA,1
BOHOL,ANTEQUERA,QUINAPON-AN,1
BOHOL,UBAY,ILIHAN,1
BOHOL,JAGNA,LACA,1
BOHOL,TRINIDAD,HINLAYAGAN ILAUD,1
BOHOL,ANTEQUERA,UBOJAN,1
BOHOL,BIEN-UNIDO,PUERTO SAN PEDRO,1
BOHOL,TRINIDAD,SAN ISIDRO,1
BOHOL,BOHOL-CARMEN,GUADALUPE,1
BOHOL,BOHOL-BUENAVISTA,CANTORES,1
BOHOL,BACLAYON,DASITAM,1
BOHOL,SEVILLA,CALINGA-AN,1
BOHOL,UBAY,CAMALI-AN,1
BOHOL,TRINIDAD,TAGUM NORTE,1
BOHOL,LOON,TUBODIO,1
BOHOL,BILAR,CAMBIGSI,1
BOHOL,JAGNA,CAN-UPAO,1
BOHOL,BOHOL-CARMEN,MONTESUERTE,1
BOHOL,GARCIA-HERNANDEZ,MALINAO,1
BOHOL,LOON,CATAGBACAN NORTE,1
BOHOL,JAGNA,NAATANG,1
BOHOL,GARCIA-HERNANDEZ,CANAYAON EAST,1
BOHOL,CATIGBIAN,CANDUMAYAO,1
BOHOL,PANGLAO,TANGNAN,1
BOHOL,BOHOL-SAN-ISIDRO,MASONOY,1
BOHOL,GARCIA-HERNANDEZ,MANABA,1
BOHOL,TRINIDAD,MANUEL M. ROXAS,1
BOHOL,BALILIHAN,DATAG SUR,1
BOHOL,BOHOL-VALENCIA,CUTCUTAN,1
BOHOL,CALAPE,MAGTONGTONG,1
BOHOL,GUINDULMAN,TABAJAN (POB.),1
BOHOL,SAGBAYAN,KABASACAN,1
BOHOL,TUBIGON,GUIWANON,1
BOHOL,BOHOL-MABINI,CONCEPCION (BANLAS),1
BOHOL,GUINDULMAN,LOMBOG,1
BOHOL,JAGNA,LONOY,1
BOHOL,CALAPE,LO-OC,1
BOHOL,CORELLA,POBLACION,1
BOHOL,BIEN-UNIDO,HINGOTANAN WEST,1
BOHOL,GARCIA-HERNANDEZ,CUPA,1
BOHOL,BOHOL-CLARIN,LAJOG,1
BOHOL,BILAR,DAGOHOY,1
BOHOL,BALILIHAN,DEL CARMEN WESTE (POB.),1
BOHOL,BOHOL-PILAR,DEL PILAR,1
BOHOL,BALILIHAN,DEL ROSARIO,1
BOHOL,BOHOL-PILAR,PAMACSALAN,1
BOHOL,SIERRA-BULLONES,CANTA-UB,1
BOHOL,GUINDULMAN,CANHAWAY,1
BOHOL,PRES.-CARLOS-P.-GARCIA,CANMANGAO,1
BOHOL,BOHOL-VALENCIA,DANAO,1
BOHOL,MARIBOJOC,BAYACABAC,1
BOHOL,CATIGBIAN,TRIPLE UNION,1
BOHOL,DAUIS,DAO,1
BOHOL,BOHOL-ANDA,TAWID,1
BOHOL,SAGBAYAN,LANGTAD,1
BOHOL,DIMIAO,DATAG,1
BOHOL,BOHOL-BATUAN,ROSARIOHAN,1
BOHOL,MARIBOJOC,SAN VICENTE,1
BOHOL,BALILIHAN,SANTO NINO,1
BOHOL,DIMIAO,LUYO,1
BOHOL,UBAY,BAY-ANG,1
BOHOL,TRINIDAD,BONGBONG,1
BOHOL,BOHOL-SAN-MIGUEL,BAYONGAN,1
BOHOL,TAGBILARAN-CITY,TALOTO,1
BOHOL,PRES.-CARLOS-P.-GARCIA,BUTAN,1
BOHOL,GETAFE,BUYOG,1
BOHOL,LOAY,BOTOC OCCIDENTAL,1
BOHOL,INABANGA,SANTO ROSARIO,1
BOHOL,GETAFE,SALOG,1
BOHOL,INABANGA,ILAUD (POB.),1
BOHOL,DIMIAO,ILE,1
BOHOL,DUERO,ANGILAN,1
BOHOL,CORELLA,ANISLAG,1
BOHOL,CORELLA,SAMBOG,1
BOHOL,DANAO,SAN CARLOS,1
BOHOL,DUERO,SAN PEDRO,1
BOHOL,BOHOL-VALENCIA,ANOYON,1
BOHOL,DIMIAO,BAGUHAN,1
BOHOL,BOHOL-SAN-MIGUEL,SAN ISIDRO,1
BOHOL,GETAFE,SANTO NIÑO,1
BOHOL,BOHOL-CARMEN,MONTESUNTING,1
BOHOL,LILA,MALINAO WEST,1
BOHOL,BALILIHAN,MASLOG,1
BOHOL,SEVILLA,MAGSAYSAY,1
BOHOL,CALAPE,CAMIAS,1
BOHOL,BOHOL-CORTES,FATIMA,1
BOHOL,DAUIS,BIKING,1
BOHOL,BIEN-UNIDO,BILANGBILANGAN DIOT,1
BOHOL,GETAFE,ALUMAR,1
BOHOL,JAGNA,ALEJAWAN,1
BOHOL,TUBIGON,CABULIHAN,1
BOHOL,BOHOL-SAN-MIGUEL,SAN JOSE,1
BOHOL,CALAPE,CATMONAN,1
BOHOL,TUBIGON,PINAYAGAN NORTE,1
BOHOL,BILAR,POBLACION,1
BOHOL,GETAFE,POBLACION,1
BOHOL,TRINIDAD,POBLACION,1
BOHOL,GUINDULMAN,TABUNOK,1
BOHOL,JAGNA,TEJERO,1
BOHOL,PRES.-CARLOS-P.-GARCIA,TILMOBO,1
BOHOL,GARCIA-HERNANDEZ,CAYAM,1
BOHOL,BOHOL-MABINI,VALAGA,1
BOHOL,CANDIJAY,TAMBONGAN,1
BOHOL,BACLAYON,TANDAY,1
BOHOL,LOON,TUBUAN,1
BOHOL,BOHOL-MABINI,MINOL,1
BOHOL,TAGBILARAN-CITY,COGON,1
BOHOL,GARCIA-HERNANDEZ,DATAG,1
BOHOL,BALILIHAN,SAL-ING,1
BOHOL,TUBIGON,ILIHAN NORTE,1
BOHOL,CATIGBIAN,MANTASIDA,1
BOHOL,BOHOL-CORTES,NEW LOURDES,1
BOHOL,DIMIAO,TAWID BITAOG,1
BOHOL,TAGBILARAN-CITY,POBLACION II,1
BOHOL,BOHOL-SAN-MIGUEL,TOMOC,1
BOHOL,BIEN-UNIDO,TUBORAN,1
BOHOL,BALILIHAN,DEL CARMEN SUR (POB.),1
BOHOL,BOHOL-PILAR,LUNDAG,1
BOHOL,DAGOHOY,MALITBOG,1
BOHOL,DIMIAO,CASINGAN,1
BOHOL,SAGBAYAN,CANMANO,1
BOHOL,DAGOHOY,ESTACA,1
BOHOL,BOHOL-BUENAVISTA,LAPACAN NORTE,1
BOHOL,BOHOL-BATUAN,BEHIND THE CLOUDS (SAN JOSE),1
BOHOL,JAGNA,LARAPAN,1
BOHOL,BOHOL-SAN-MIGUEL,SANTO NIÑO,1
BOHOL,TALIBON,SANTO NIÑO,1
BOHOL,BOHOL-SAN-MIGUEL,KAGAWASAN,1
BOHOL,INABANGA,MABUHAY,1
BOHOL,BOHOL-BUENAVISTA,PUTING BATO,1
BOHOL,BACLAYON,GUIWANON,1
BOHOL,BOHOL-BUENAVISTA,CATIGBIAN,1
BOHOL,INABANGA,DAGOHOY,1
BOHOL,TAGBILARAN-CITY,POBLACION I,1
BOHOL,INABANGA,FATIMA,1
BOHOL,CATIGBIAN,CAUSWAGAN NORTE,1
BOHOL,LOAY,TOCDOG ILAYA,1
BOHOL,LOBOC,POBLACION SAWANG,1
BOHOL,BOHOL-BATUAN,RIZAL,1
BOHOL,CALAPE,LABUON,1
BOHOL,BALILIHAN,SANTO NIÑO,1
BOHOL,INABANGA,SANTO NIÑO,1
BOHOL,DANAO,SANTO NIÑO,1
BOHOL,LOON,UBOJAN,1
BOHOL,INABANGA,UBUJAN,1
BOHOL,BOHOL-CARMEN,LA VICTORIA,1
BOHOL,BOHOL-ALICIA,UNTAGA,1
BOHOL,CALAPE,KINABAG-AN,1
BOHOL,BOHOL-ALICIA,DEL MONTE,1
BOHOL,JAGNA,MAYANA,1
BOHOL,BOHOL-ALICIA,NAPO,1
BOHOL,BOHOL-ALICIA,MAHAYAG,1
BOHOL,BOHOL-BUENAVISTA,CRUZ,1
BOHOL,UBAY,GABI,1
BOHOL,BOHOL-BUENAVISTA,MERRYLAND,1
BOHOL,DANAO,SAN MIGUEL,1
BOHOL,BOHOL-VALENCIA,LIMOCON,1
BOHOL,CANDIJAY,POBLACION,1
BOHOL,BOHOL-CORTES,POBLACION,1
BOHOL,SAGBAYAN,SAN ROQUE,1
BOHOL,BOHOL-BUENAVISTA,BALUARTE,1
BOHOL,BOHOL-MABINI,SAN ISIDRO,1
BOHOL,MARIBOJOC,PUNTA CRUZ,1
BOHOL,LOON,BASAC,1
BOHOL,INABANGA,BAHAN,1
BOHOL,UBAY,SAN VICENTE,1
BOHOL,DUERO,PAYAO,1
BOHOL,BOHOL-VALENCIA,PANGI-AN,1
BOHOL,GUINDULMAN,BIABAS,1
BOHOL,BOHOL-BATUAN,POBLACION NORTE,1
BOHOL,BOHOL-CLARIN,POBLACION SUR,1
BOHOL,TALIBON,RIZAL,1
BOHOL,TRINIDAD,SANTO TOMAS,1
BOHOL,INABANGA,SUA,1
BOHOL,TUBIGON,BUENOS AIRES,1
BOHOL,PANGLAO,BIL-ISAN,1
BOHOL,BOHOL-SAN-MIGUEL,BUGANG,1
BOHOL,LOON,UBAYON,1
BOHOL,SIERRA-BULLONES,ABACHANAN,1
BOHOL,SIKATUNA,CAMBUAC SUR,1
BOHOL,UBAY,UNION,1
BOHOL,DIMIAO,BAKILID,1
BOHOL,BOHOL-SAN-MIGUEL,CAPAYAS,1
BOHOL,ANTEQUERA,TABUAN,1
BOHOL,LOON,TIWI,1
BOHOL,GARCIA-HERNANDEZ,TOGBONGON,1
BOHOL,GETAFE,CARLOS P. GARCIA,1
BOHOL,PRES.-CARLOS-P.-GARCIA,BONBONON,1
BOHOL,ALBURQUERQUE,TORIL,1
BOHOL,BILAR,VILLA SUERTE,1
BOHOL,DANAO,TAMING,1
BOHOL,BOHOL-VALENCIA,CANDUAO ORIENTAL,1
BOHOL,LOBOC,CANLASID,1
BOHOL,BOHOL-VALENCIA,CANMANICO,1
BOHOL,ANTEQUERA,CAN-OMAY,1
BOHOL,BOHOL-SAN-ISIDRO,CANSAGUE SUR,1
BOHOL,JAGNA,CANTAGAY,1
BOHOL,JAGNA,CALABACITA,1
BOHOL,BOHOL-BATUAN,CANTIGDAS,1
BOHOL,CANDIJAY,PAGAHAT,1
BOHOL,BOHOL-BUENAVISTA,BANTUAN,1
BOHOL,SAGBAYAN,CALANGAHAN,1
BOHOL,UBAY,CALANGGAMAN,1
BOHOL,BALILIHAN,BOYOG SUR,1
BOHOL,BOHOL-CLARIN,BUACAO,1
BOHOL,TALIBON,TANGHALIGUE,1
BOHOL,PRES.-CARLOS-P.-GARCIA,TUGAS,1
BOHOL,BIEN-UNIDO,NUEVA ESTRELLA,1
BOHOL,INABANGA,ONDOL,1
BOHOL,CANDIJAY,TAWID,1
BOHOL,LOBOC,TAYTAY,1
BOHOL,INABANGA,TUNGOD,1
BOHOL,INABANGA,BADIANG,1
BOHOL,LOON,BASDACU,1
BOHOL,UBAY,SAN FRANCISCO,1
BOHOL,BALILIHAN,CANTALID,1
BOHOL,BOHOL-BUENAVISTA,NUEVA GRANADA,1
BOHOL,LOON,CAMBAQUIZ,1
BOHOL,BOHOL-CLARIN,BOGTONGBOD,1
BOHOL,ALBURQUERQUE,TAGBUANE,1
BOHOL,BILAR,CAMPAGAO,1
BOHOL,BOHOL-ANDA,CASICA,1
BOHOL,BOHOL-PILAR,SAN VICENTE,1
BOHOL,BOHOL-SAN-MIGUEL,CAMBANGAY NORTE,1
BOHOL,JAGNA,CAMBUGASON,1
BOHOL,GARCIA-HERNANDEZ,CANAYAON WEST,1
BOHOL,LILA,CANDULANG,1
BOHOL,JAGNA,CAN-IPOL,1
BOHOL,DAGOHOY,CAN-OLING,1
BOHOL,GETAFE,SANTO NINO,1
BOHOL,PRES.-CARLOS-P.-GARCIA,BASIAO,1
BOHOL,JAGNA,PAGINA,1
BOHOL,DIMIAO,PAGSA,1
BOHOL,CALAPE,SOJOTON,1
BOHOL,SAGBAYAN,SAN VICENTE SUR,1
